file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java,org.springframework.samples.petclinic.vet.VetControllerTests,helen/0,false,62,5,8,1,7,1,5,11,1,2,0,5,0,0,0,0,0,0,3,2,2,0,0,0,0,0,4,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java,org.springframework.samples.petclinic.vet.VetControllerTests,setup/0,false,75,5,4,0,4,1,8,4,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java,org.springframework.samples.petclinic.vet.VetControllerTests,james/0,false,54,3,5,1,4,1,3,7,1,1,0,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/system/CrashControllerTests.java,org.springframework.samples.petclinic.system.CrashControllerTests,testTriggerException/0,false,36,1,0,0,0,1,4,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,"showVetList/2[int,org.springframework.samples.petclinic.vet.Model]",false,45,6,4,0,4,1,5,6,1,2,2,5,2,1,0,0,0,0,2,0,2,0,0,0,0,0,15,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,findPaginated/1[int],false,63,4,2,1,1,1,2,5,1,2,1,2,0,0,0,0,0,0,0,2,2,1,0,0,0,0,6,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,"addPaginationModel/3[int,org.springframework.samples.petclinic.vet.Page<org.springframework.samples.petclinic.vet.Vet>,org.springframework.samples.petclinic.vet.Model]",false,54,3,1,1,0,1,4,8,1,1,3,4,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,showResourcesVetList/0,false,70,4,3,0,3,1,3,5,1,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,VetController/1[org.springframework.samples.petclinic.vet.VetRepository],true,40,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"parse/2[java.lang.String,java.util.Locale]",false,50,3,3,1,2,3,3,9,1,1,2,3,0,0,1,0,0,0,1,1,1,1,2,0,0,0,11,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,PetTypeFormatter/1[org.springframework.samples.petclinic.owner.PetTypeRepository],true,40,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"print/2[org.springframework.samples.petclinic.owner.PetType,java.util.Locale]",false,45,2,2,1,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java,org.springframework.samples.petclinic.owner.VisitControllerTests,testProcessNewVisitFormSuccess/0,false,75,1,0,0,0,1,8,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java,org.springframework.samples.petclinic.owner.VisitControllerTests,testProcessNewVisitFormHasErrors/0,false,85,1,0,0,0,1,10,3,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java,org.springframework.samples.petclinic.owner.VisitControllerTests,init/0,false,59,5,5,0,5,1,6,7,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java,org.springframework.samples.petclinic.owner.VisitControllerTests,testInitNewVisitForm/0,false,68,1,0,0,0,1,7,3,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,testFindAll/0,false,82,2,1,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,main/1[java.lang.String[]],false,71,3,1,0,1,1,4,3,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,9,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,testOwnerDetails/0,false,88,3,0,0,0,1,7,5,0,2,0,7,0,0,0,0,0,0,2,0,2,1,0,0,0,0,11,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,available/0,false,67,1,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,initNewVisitForm/0,false,81,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,setAllowedFields/1[org.springframework.samples.petclinic.owner.WebDataBinder],false,51,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,VisitController/1[org.springframework.samples.petclinic.owner.OwnerRepository],true,46,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",false,64,6,4,0,4,1,5,10,1,4,3,5,0,0,0,0,0,0,7,0,4,1,0,0,0,1,52,1,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"processNewVisitForm/5[org.springframework.samples.petclinic.owner.Owner,int,org.springframework.samples.petclinic.owner.Visit,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",false,89,8,1,0,1,2,4,9,2,0,5,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,16,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/BaseEntity.java,org.springframework.samples.petclinic.model.BaseEntity,isNew/0,false,47,0,6,6,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/BaseEntity.java,org.springframework.samples.petclinic.model.BaseEntity,getId/0,false,39,0,12,12,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/BaseEntity.java,org.springframework.samples.petclinic.model.BaseEntity,setId/1[java.lang.Integer],false,43,0,8,8,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java,org.springframework.samples.petclinic.owner.PetTypeFormatterTests$Anonymous2,(initializer 2),false,90,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/PetTypeFormatterTests.java,org.springframework.samples.petclinic.owner.PetTypeFormatterTests$Anonymous1,(initializer 1),false,85,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/PetClinicApplication.java,org.springframework.samples.petclinic.PetClinicApplication,main/1[java.lang.String[]],false,32,1,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,org.springframework.samples.petclinic.owner.OwnerRepository,findById/1[java.lang.Integer],false,50,2,15,15,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,org.springframework.samples.petclinic.owner.OwnerRepository,"findByLastNameStartingWith/2[java.lang.String,org.springframework.samples.petclinic.owner.Pageable]",false,41,3,7,7,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MySqlIntegrationTests.java,org.springframework.samples.petclinic.MySqlIntegrationTests,testFindAll/0,false,62,2,1,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MySqlIntegrationTests.java,org.springframework.samples.petclinic.MySqlIntegrationTests,testOwnerDetails/0,false,68,3,0,0,0,1,7,5,0,2,0,7,0,0,0,0,0,0,2,0,2,1,0,0,0,0,11,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,addPet/1[org.springframework.samples.petclinic.owner.Pet],false,96,3,9,7,2,2,3,5,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,toString/0,false,147,3,4,0,4,1,6,3,1,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getAddress/0,false,68,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPets/0,false,92,1,5,5,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPet/1[java.lang.String],false,107,2,3,2,1,1,1,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPet/1[java.lang.Integer],false,116,3,10,7,3,4,4,11,2,1,1,4,1,1,1,0,0,0,0,0,1,0,3,0,0,0,22,1,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"getPet/2[java.lang.String,boolean]",false,134,4,6,3,3,6,4,11,2,1,2,4,1,1,1,1,0,0,0,0,1,0,3,0,0,0,30,1,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,setAddress/1[java.lang.String],false,72,0,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getCity/0,false,76,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,setCity/1[java.lang.String],false,80,0,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,setTelephone/1[java.lang.String],false,88,0,3,3,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getTelephone/0,false,84,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"addVisit/2[java.lang.Integer,org.springframework.samples.petclinic.owner.Visit]",false,163,3,4,2,2,1,3,7,0,1,2,3,1,2,0,0,0,0,3,0,1,0,0,0,0,0,19,1,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessUpdateOwnerFormHasErrors/0,false,203,1,0,0,0,1,11,3,0,0,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testInitCreationForm/0,false,105,1,0,0,0,1,9,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessFindFormSuccess/0,false,143,7,3,0,3,1,14,5,0,1,0,14,1,1,0,0,0,0,2,0,1,0,0,0,0,0,15,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessCreationFormHasErrors/0,false,124,1,0,0,0,1,11,3,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testInitFindForm/0,false,135,1,0,0,0,1,9,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessFindFormNoOwnersFound/0,false,159,5,1,0,1,1,17,5,0,1,0,17,0,0,0,0,0,0,10,0,1,0,0,0,0,0,15,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessUpdateOwnerFormSuccess/0,false,184,1,0,0,0,1,8,3,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,setup/0,false,91,8,7,0,7,1,14,8,0,2,0,14,1,1,0,0,0,0,2,0,2,0,0,0,0,0,17,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessUpdateOwnerFormUnchangedSuccess/0,false,196,1,0,0,0,1,7,3,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessCreationFormSuccess/0,false,113,1,0,0,0,1,6,3,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessUpdateOwnerFormWithIdMismatch/0,false,232,5,8,0,8,1,19,12,0,2,0,19,0,0,0,0,0,0,10,2,2,1,0,0,0,0,17,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testShowOwner/0,false,217,1,0,0,0,1,16,3,0,0,0,16,0,0,0,0,0,0,22,1,0,0,0,0,0,0,17,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,george/0,false,71,6,16,3,13,1,11,18,1,3,0,11,0,0,0,0,0,0,7,1,3,0,0,0,0,0,17,2,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testInitUpdateOwnerForm/0,false,171,1,0,0,0,1,12,3,0,0,0,12,0,0,0,0,0,0,18,0,0,0,0,0,0,0,14,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessFindFormByLastName/0,false,150,6,2,0,2,1,15,5,0,1,0,15,1,1,0,0,0,0,5,0,1,1,0,0,0,0,26,0,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/Person.java,org.springframework.samples.petclinic.model.Person,getLastName/0,false,46,0,6,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/Person.java,org.springframework.samples.petclinic.model.Person,setLastName/1[java.lang.String],false,50,0,9,9,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/Person.java,org.springframework.samples.petclinic.model.Person,getFirstName/0,false,38,0,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/Person.java,org.springframework.samples.petclinic.model.Person,setFirstName/1[java.lang.String],false,42,0,7,7,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,findOwner/1[int],false,64,4,1,0,1,1,2,5,1,2,1,2,0,0,0,0,0,0,4,0,2,1,0,0,0,1,18,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"updatePetDetails/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet]",false,162,4,10,1,9,2,10,12,0,1,2,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21,2,0,true
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,initOwnerBinder/1[org.springframework.samples.petclinic.owner.WebDataBinder],false,86,2,0,0,0,1,1,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,populatePetTypes/0,false,59,3,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",false,131,9,5,0,5,7,12,19,2,3,4,12,1,1,0,2,0,0,9,0,3,0,2,0,0,0,39,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"initCreationForm/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.ModelMap]",false,96,4,2,0,2,1,1,5,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,initUpdateForm/0,false,125,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"findPet/2[int,java.lang.Integer]",false,73,5,3,0,3,2,3,8,2,2,2,3,0,0,0,1,0,0,5,0,2,1,1,0,0,1,24,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,initPetBinder/1[org.springframework.samples.petclinic.owner.WebDataBinder],false,91,3,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processCreationForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",false,104,8,5,0,5,7,12,14,2,1,4,12,0,0,0,2,0,0,9,0,1,0,1,0,0,0,34,1,0,false
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"PetController/2[org.springframework.samples.petclinic.owner.OwnerRepository,org.springframework.samples.petclinic.owner.PetTypeRepository]",true,53,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,false
