file,class,method,variable,usage
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,findPaginated/1[int],pageable,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,findPaginated/1[int],page,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,"addPaginationModel/3[int,org.springframework.samples.petclinic.vet.Page<org.springframework.samples.petclinic.vet.Vet>,org.springframework.samples.petclinic.vet.Model]",paginated,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,"addPaginationModel/3[int,org.springframework.samples.petclinic.vet.Page<org.springframework.samples.petclinic.vet.Vet>,org.springframework.samples.petclinic.vet.Model]",listVets,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,"addPaginationModel/3[int,org.springframework.samples.petclinic.vet.Page<org.springframework.samples.petclinic.vet.Vet>,org.springframework.samples.petclinic.vet.Model]",model,4
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,"addPaginationModel/3[int,org.springframework.samples.petclinic.vet.Page<org.springframework.samples.petclinic.vet.Vet>,org.springframework.samples.petclinic.vet.Model]",page,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,showResourcesVetList/0,vets,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/vet/VetController.java,org.springframework.samples.petclinic.vet.VetController,VetController/1[org.springframework.samples.petclinic.vet.VetRepository],vetRepository,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"parse/2[java.lang.String,java.util.Locale]",text,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"parse/2[java.lang.String,java.util.Locale]",locale,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"parse/2[java.lang.String,java.util.Locale]",type,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"parse/2[java.lang.String,java.util.Locale]",findPetTypes,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,PetTypeFormatter/1[org.springframework.samples.petclinic.owner.PetTypeRepository],types,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"print/2[org.springframework.samples.petclinic.owner.PetType,java.util.Locale]",petType,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java,org.springframework.samples.petclinic.owner.PetTypeFormatter,"print/2[org.springframework.samples.petclinic.owner.PetType,java.util.Locale]",locale,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java,org.springframework.samples.petclinic.owner.VisitControllerTests,init/0,owner,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java,org.springframework.samples.petclinic.owner.VisitControllerTests,init/0,pet,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,main/1[java.lang.String[]],args,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,testOwnerDetails/0,template,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/PostgresIntegrationTests.java,org.springframework.samples.petclinic.PostgresIntegrationTests,testOwnerDetails/0,result,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,setAllowedFields/1[org.springframework.samples.petclinic.owner.WebDataBinder],dataBinder,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,VisitController/1[org.springframework.samples.petclinic.owner.OwnerRepository],owners,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",owner,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",petId,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",model,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",visit,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",ownerId,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",optionalOwner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"loadPetWithVisit/3[int,int,java.util.Map<java.lang.String,java.lang.Object>]",pet,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"processNewVisitForm/5[org.springframework.samples.petclinic.owner.Owner,int,org.springframework.samples.petclinic.owner.Visit,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",owner,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"processNewVisitForm/5[org.springframework.samples.petclinic.owner.Owner,int,org.springframework.samples.petclinic.owner.Visit,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",result,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"processNewVisitForm/5[org.springframework.samples.petclinic.owner.Owner,int,org.springframework.samples.petclinic.owner.Visit,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",petId,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"processNewVisitForm/5[org.springframework.samples.petclinic.owner.Owner,int,org.springframework.samples.petclinic.owner.Visit,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",visit,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/VisitController.java,org.springframework.samples.petclinic.owner.VisitController,"processNewVisitForm/5[org.springframework.samples.petclinic.owner.Owner,int,org.springframework.samples.petclinic.owner.Visit,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",redirectAttributes,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/BaseEntity.java,org.springframework.samples.petclinic.model.BaseEntity,setId/1[java.lang.Integer],id,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/PetClinicApplication.java,org.springframework.samples.petclinic.PetClinicApplication,main/1[java.lang.String[]],args,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,org.springframework.samples.petclinic.owner.OwnerRepository,findById/1[java.lang.Integer],id,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,org.springframework.samples.petclinic.owner.OwnerRepository,"findByLastNameStartingWith/2[java.lang.String,org.springframework.samples.petclinic.owner.Pageable]",lastName,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java,org.springframework.samples.petclinic.owner.OwnerRepository,"findByLastNameStartingWith/2[java.lang.String,org.springframework.samples.petclinic.owner.Pageable]",pageable,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MySqlIntegrationTests.java,org.springframework.samples.petclinic.MySqlIntegrationTests,testOwnerDetails/0,template,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MySqlIntegrationTests.java,org.springframework.samples.petclinic.MySqlIntegrationTests,testOwnerDetails/0,result,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,addPet/1[org.springframework.samples.petclinic.owner.Pet],pet,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPet/1[java.lang.String],name,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPet/1[java.lang.Integer],compId,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPet/1[java.lang.Integer],id,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,getPet/1[java.lang.Integer],pet,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"getPet/2[java.lang.String,boolean]",name,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"getPet/2[java.lang.String,boolean]",ignoreNew,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"getPet/2[java.lang.String,boolean]",compName,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"getPet/2[java.lang.String,boolean]",pet,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,setAddress/1[java.lang.String],address,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,setCity/1[java.lang.String],city,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,setTelephone/1[java.lang.String],telephone,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"addVisit/2[java.lang.Integer,org.springframework.samples.petclinic.owner.Visit]",petId,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"addVisit/2[java.lang.Integer,org.springframework.samples.petclinic.owner.Visit]",visit,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/Owner.java,org.springframework.samples.petclinic.owner.Owner,"addVisit/2[java.lang.Integer,org.springframework.samples.petclinic.owner.Visit]",pet,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessFindFormSuccess/0,tasks,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessFindFormNoOwnersFound/0,tasks,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,setup/0,george,4
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,setup/0,visit,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessUpdateOwnerFormWithIdMismatch/0,pathOwnerId,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessUpdateOwnerFormWithIdMismatch/0,owner,8
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,george/0,max,5
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,george/0,george,8
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,george/0,dog,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java,org.springframework.samples.petclinic.owner.OwnerControllerTests,testProcessFindFormByLastName/0,tasks,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/Person.java,org.springframework.samples.petclinic.model.Person,setLastName/1[java.lang.String],lastName,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/model/Person.java,org.springframework.samples.petclinic.model.Person,setFirstName/1[java.lang.String],firstName,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,findOwner/1[int],owner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,findOwner/1[int],ownerId,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,findOwner/1[int],optionalOwner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"updatePetDetails/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet]",owner,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"updatePetDetails/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet]",existingPet,4
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"updatePetDetails/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet]",pet,5
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,initOwnerBinder/1[org.springframework.samples.petclinic.owner.WebDataBinder],dataBinder,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",owner,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",result,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",petName,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",currentDate,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",existingPet,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",pet,5
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processUpdateForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",redirectAttributes,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"initCreationForm/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.ModelMap]",owner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"initCreationForm/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.ModelMap]",model,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"initCreationForm/2[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.ModelMap]",pet,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"findPet/2[int,java.lang.Integer]",owner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"findPet/2[int,java.lang.Integer]",petId,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"findPet/2[int,java.lang.Integer]",ownerId,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"findPet/2[int,java.lang.Integer]",optionalOwner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,initPetBinder/1[org.springframework.samples.petclinic.owner.WebDataBinder],dataBinder,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processCreationForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",owner,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processCreationForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",result,3
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processCreationForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",currentDate,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processCreationForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",pet,6
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"processCreationForm/4[org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.Pet,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.RedirectAttributes]",redirectAttributes,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"PetController/2[org.springframework.samples.petclinic.owner.OwnerRepository,org.springframework.samples.petclinic.owner.PetTypeRepository]",types,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/PetController.java,org.springframework.samples.petclinic.owner.PetController,"PetController/2[org.springframework.samples.petclinic.owner.OwnerRepository,org.springframework.samples.petclinic.owner.PetTypeRepository]",owners,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/test/java/org/springframework/samples/petclinic/MysqlTestApplication.java,org.springframework.samples.petclinic.MysqlTestApplication,main/1[java.lang.String[]],args,0
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,showOwner/1[int],owner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,showOwner/1[int],mav,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,showOwner/1[int],ownerId,2
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,showOwner/1[int],optionalOwner,1
/Users/joaopauloaramuni/Downloads/Projeto CK Metrics Extractor/repo/src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java,org.springframework.samples.petclinic.owner.OwnerController,"processFindForm/4[int,org.springframework.samples.petclinic.owner.Owner,org.springframework.samples.petclinic.owner.BindingResult,org.springframework.samples.petclinic.owner.Model]",owner,5
