id;sku;nome;modelo;cor;capacidade;preco;parcelas;valor_parcela;cores_disponiveis;outras_cores;cores_esgotadas;selo;url
14973471949160;08942;Cuia Térmica Hammertone Black Stanley 1913;Cuia Térmica;Hammertone Black;236ml;175.0;12x;14.58;8;Messi Black, Dried Pine, Hammertone Green, Matte Red, Rose Quartz, Toast, Stainless Steel;0;Novidade;https://www.stanley1913.com.br/products/cuia-0-236l-hammertone-black?variant=53974305767784
14973471687016;08996;Quencher Protour Orange Sherbet Stanley 1913;Quencher Protour;Orange Sherbet;1.18L;359.0;12x;29.91;17;Agave, Ash Fade, Black Fade, Dried Pine, Frost Fade, Messi Black, Pink Messi, Prickly Pear, Rose Quartz Fade, Toast, Twilight, Wild Blooms, Costal Teal, Frost, Dark Navy, Cream;0;Novidade;https://www.stanley1913.com.br/products/quencher-protour-1-18l-orange-sherbet?variant=53974305472872
14973471588712;09012;Garrafa Térmica Aerolight Transit Ash Stanley 1913;Garrafa Térmica Aerolight Transit;Ash;591ml;279.0;12x;23.25;3;Blue Sky, Peach Rose;0;Novidade;https://www.stanley1913.com.br/products/aerolight-transit-0-59l-ash?variant=53974305374568
14973471555944;08879;Garrafa Térmica Aerolight Transit Blue Sky Stanley 1913;Garrafa Térmica Aerolight Transit;Blue Sky;591ml;279.0;12x;23.25;3;Peach Rose, Ash;0;Novidade;https://www.stanley1913.com.br/products/aerolight-transit-0-59l-blue-sky?variant=53974305341800
14973471490408;08878;Camp Mug Slate Blue Stanley 1913;Camp Mug;Slate Blue;236ml;199.0;12x;16.58;8;Hammertone Black, Hammertone Green, Purple Smoke, Ash, Coffee, Rose Quartz, Toast;0;Novidade;https://www.stanley1913.com.br/products/camp-mug-0-23l-slate-blue?variant=53974305276264
14973471457640;08877;Camp Mug Purple Smoke Stanley 1913;Camp Mug;Purple Smoke;236ml;199.0;12x;16.58;8;Hammertone Black, Hammertone Green, Slate Blue, Ash, Coffee, Rose Quartz, Toast;0;Novidade;https://www.stanley1913.com.br/products/camp-mug-0-23l-purple-smoke?variant=53974305243496
14973471424872;09079;Mug Térmica Café To Go Cream Gloss Stanley 1913;Mug Térmica Café To Go;Cream Gloss;354ml;239.0;12x;19.91;4;Black 2.0, Coffee, Toast;0;Novidade;https://www.stanley1913.com.br/products/cafe-go-travel-0-35l-cream-gloss?variant=53974305210728
14973471392104;09105;Mug Térmica Café To Go Black 2.0 Stanley 1913;Mug Térmica Café To Go;Black 2.0;354ml;239.0;12x;19.91;4;Coffee, Cream Gloss, Toast;0;Novidade;https://www.stanley1913.com.br/products/cafe-go-travel-0-35l-black-2-0?variant=53974305177960
14973471359336;09107;Mug Térmica Café To Go Toast Stanley 1913;Mug Térmica Café To Go;Toast;354ml;239.0;12x;19.91;4;Black 2.0, Coffee, Cream Gloss;0;Novidade;https://www.stanley1913.com.br/products/cafe-go-travel-0-35l-toast?variant=53974305145192
14973471293800;09106;Mug Térmica Café To Go Coffee Stanley 1913;Mug Térmica Café To Go;Coffee;354ml;239.0;12x;19.91;4;Black 2.0, Cream Gloss, Toast;0;Novidade;https://www.stanley1913.com.br/products/cafe-go-travel-0-35l-coffee?variant=53974305079656
14973471261032;09098;Mug Térmica Café To Go Coffee Stanley 1913;Mug Térmica Café To Go;Coffee;236ml;219.0;12x;18.25;7;Cream Gloss, Black 2.0, Toast, Peach Rose, Blue Dream Stone, Twilight;0;Novidade;https://www.stanley1913.com.br/products/cafe-go-travel-0-23l-coffee?variant=53974305046888
14973471195496;09096;Mug Térmica Café To Go Peach Rose Stanley 1913;Mug Térmica Café To Go;Peach Rose;236ml;219.0;12x;18.25;5;Cream Gloss, Black 2.0, Toast, Coffee;0;Novidade;https://www.stanley1913.com.br/products/cafe-go-travel-0-23l-peach-rose?variant=53974304981352
14973471162728;09084;Camp Mug Hammertone Green Stanley 1913;Camp Mug;Hammertone Green;236ml;199.0;12x;16.58;8;Hammertone Black, Purple Smoke, Slate Blue, Ash, Coffee, Rose Quartz, Toast;0;Novidade;https://www.stanley1913.com.br/products/camp-mug-0-23l-hammertone-green?variant=53974304915816
14973471097192;08875;Camp Mug Hammertone Black Stanley 1913;Camp Mug;Hammertone Black;236ml;199.0;12x;16.58;8;Hammertone Green, Purple Smoke, Slate Blue, Ash, Coffee, Rose Quartz, Toast;0;Novidade;https://www.stanley1913.com.br/products/camp-mug-0-23l-hammertone-black?variant=53974304850280
14973471064424;08890;Garrafa Térmica Aerolight Transit Peach Rose Stanley 1913;Garrafa Térmica Aerolight Transit;Peach Rose;591ml;279.0;12x;23.25;3;Blue Sky, Ash;0;Novidade;https://www.stanley1913.com.br/products/aerolight-transit-0-59l-peach-rose?variant=53974304817512
14973471031656;08897;Garrafa Térmica Aerolight Transit Peach Rose Stanley 1913;Garrafa Térmica Aerolight Transit;Peach Rose;354ml;239.0;12x;19.91;2;Toast;0;Novidade;https://www.stanley1913.com.br/products/aerolight-transit-0-35l-peach-rose?variant=53974304784744
14973470998888;09031;Garrafa Térmica Twist Flip Stanley 1913 Twilight;Garrafa Térmica Twist Flip;Twilight;354ml;269.0;12x;22.41;6;Ash, Rose Quartz, Black 2.0, Cream Gloss, Dried Pine;0;Novidade;https://www.stanley1913.com.br/products/transit-twistflip-0-35l-twilight?variant=53974304719208
14973470933352;09032;Garrafa Térmica Twist Flip Stanley 1913 Rose Quartz;Garrafa Térmica Twist Flip;Rose Quartz;354ml;269.0;12x;22.41;6;Ash, Black 2.0, Twilight, Cream Gloss, Dried Pine;0;Novidade;https://www.stanley1913.com.br/products/transit-twistflip-0-35l-rose-quartz?variant=53974304653672
